client_id,month,client_segment,client_region,industry_vertical,tenure_months,active_products_count,product_lines,total_revenue_sek,total_gp_sek,gp_margin,total_volume,mom_revenue_growth,nps_score_proxy,support_tickets_30d,days_since_last_contact,contract_type,months_to_renewal,churned,nba_label,ltv_12m_estimate_sek
CLT0005,2023-08,SMB,Southern Europe,Technology & SaaS,9,2,SMS|Email,18549.06,10915.81,0.588,571768,-0.0563,5.9,7,126,Annual,3,True,Retain,222588.72
CLT0005,2023-09,SMB,Southern Europe,Technology & SaaS,9,2,SMS|Email,17583.26,7750.86,0.441,543696,-0.0521,5.9,4,67,Annual,6,True,Retain,210999.12
CLT0005,2023-10,SMB,Southern Europe,Technology & SaaS,9,2,SMS|Email,17018.39,8508.22,0.5,528442,-0.0321,5.9,3,69,Annual,8,True,Retain,204220.68
CLT0005,2023-11,SMB,Southern Europe,Technology & SaaS,9,2,SMS|Email,15346.15,6983.64,0.455,476689,-0.0983,5.9,4,113,Annual,11,True,Retain,184153.8
CLT0006,2023-01,Enterprise,APAC,Logistics,33,4,Voice|Verification|SMS|WhatsApp Business,1184553.25,561262.61,0.474,8638339,0.0,7.6,1,52,Monthly,1,False,Expand,14214639.0
CLT0006,2023-03,Enterprise,APAC,Logistics,33,4,Voice|Verification|SMS|WhatsApp Business,609277.19,274564.11,0.451,4473584,-0.4856,7.6,0,1,Monthly,3,False,Retain,7311326.28
CLT0006,2023-04,Enterprise,APAC,Logistics,33,4,Voice|Verification|SMS|WhatsApp Business,634748.26,284491.15,0.448,4765351,0.0418,7.6,1,17,Monthly,4,False,Expand,7935368.85
CLT0006,2023-05,Enterprise,APAC,Logistics,33,4,Voice|Verification|SMS|WhatsApp Business,1332299.46,685324.23,0.514,10053183,1.0989,7.6,3,5,Monthly,3,False,Expand,33556360.04
CLT0006,2023-06,Enterprise,APAC,Logistics,33,4,Voice|Verification|SMS|WhatsApp Business,714547.02,321232.02,0.45,5394576,-0.4637,7.6,1,29,Monthly,5,False,Retain,8574564.24
CLT0006,2023-07,Enterprise,APAC,Logistics,33,4,Voice|Verification|SMS|WhatsApp Business,723273.96,365686.36,0.506,5344265,0.0122,7.6,1,5,Monthly,6,False,Expand,8785174.83
CLT0006,2023-08,Enterprise,APAC,Logistics,33,4,Voice|Verification|SMS|WhatsApp Business,756271.4,369953.76,0.489,5614976,0.0456,7.6,3,49,Monthly,12,False,Expand,9489088.51
CLT0006,2023-09,Enterprise,APAC,Logistics,33,4,Voice|Verification|SMS|WhatsApp Business,767065.03,416033.18,0.542,5643219,0.0143,7.6,3,60,Monthly,8,False,Expand,9336408.72
CLT0006,2023-10,Enterprise,APAC,Logistics,33,4,Voice|Verification|SMS|WhatsApp Business,785222.86,424321.46,0.54,5805652,0.0237,7.6,1,14,Monthly,3,False,Expand,9645991.7
CLT0006,2023-11,Enterprise,APAC,Logistics,33,4,Voice|Verification|SMS|WhatsApp Business,797489.62,319279.66,0.4,5901243,0.0156,7.6,0,47,Monthly,2,False,Expand,9719165.5
CLT0007,2023-01,SMB,DACH,Gaming & Entertainment,2,2,SMS|Verification,65771.44,26437.38,0.402,1511665,0.0,4.1,4,85,Annual,6,False,Retain,789257.28
CLT0007,2023-03,SMB,DACH,Gaming & Entertainment,2,2,SMS|Verification,34564.28,17309.03,0.501,792273,-0.4745,4.1,2,67,Annual,10,False,Retain,414771.36
CLT0007,2023-04,SMB,DACH,Gaming & Entertainment,2,2,SMS|Verification,34855.96,15056.76,0.432,800585,0.0084,4.1,1,6,Annual,5,False,Retain,421785.0
CLT0007,2023-05,SMB,DACH,Gaming & Entertainment,2,2,SMS|Verification,72790.24,36094.9,0.496,1671874,1.0883,4.1,3,14,Annual,9,False,Retain,1824094.3
CLT0007,2023-06,SMB,DACH,Gaming & Entertainment,2,2,SMS|Verification,36910.64,21384.32,0.579,849194,-0.4929,4.1,1,81,Annual,3,False,Retain,442927.68
CLT0007,2023-07,SMB,DACH,Gaming & Entertainment,2,2,SMS|Verification,35380.2,15144.88,0.428,803284,-0.0415,4.1,1,65,Annual,1,False,Retain,424562.4
CLT0007,2023-08,SMB,DACH,Gaming & Entertainment,2,2,SMS|Verification,36881.4,19779.97,0.536,839208,0.0424,4.1,4,44,Annual,2,False,Retain,461342.06
CLT0007,2023-09,SMB,DACH,Gaming & Entertainment,2,2,SMS|Verification,37868.96,15471.32,0.409,860907,0.0268,4.1,4,53,Annual,7,False,Retain,466606.18
CLT0007,2023-10,SMB,DACH,Gaming & Entertainment,2,2,SMS|Verification,39870.84,22243.51,0.558,905616,0.0529,4.1,1,56,Annual,1,False,Retain,503760.09
CLT0007,2023-11,SMB,DACH,Gaming & Entertainment,2,2,SMS|Verification,36795.32,19997.18,0.543,824423,-0.0771,4.1,2,70,Annual,2,False,Retain,441543.84
CLT0008,2023-01,SMB,Southern Europe,Retail & E-commerce,5,1,SMS,45979.52,22438.8,0.488,1149488,0.0,7.0,4,24,Monthly,4,False,Nurture,551754.24
CLT0008,2023-03,SMB,Southern Europe,Retail & E-commerce,5,1,SMS,25676.76,9880.99,0.385,641919,-0.4416,7.0,2,75,Monthly,3,False,Retain,308121.12
CLT0008,2023-04,SMB,Southern Europe,Retail & E-commerce,5,1,SMS,25829.68,12573.16,0.487,645742,0.006,7.0,2,63,Monthly,9,False,Nurture,311815.9
CLT0008,2023-05,SMB,Southern Europe,Retail & E-commerce,5,1,SMS,53821.76,30023.9,0.558,1345544,1.0837,7.0,1,71,Monthly,5,False,Upsell,1345780.82
CLT0008,2023-06,SMB,Southern Europe,Retail & E-commerce,5,1,SMS,29017.88,14968.41,0.516,725447,-0.4609,7.0,2,36,Monthly,8,False,Retain,348214.56
CLT0008,2023-07,SMB,Southern Europe,Retail & E-commerce,5,1,SMS,30635.4,17448.93,0.57,765885,0.0557,7.0,1,82,Monthly,10,False,Upsell,388101.5
CLT0008,2023-08,SMB,Southern Europe,Retail & E-commerce,5,1,SMS,31671.2,12950.49,0.409,791780,0.0338,7.0,3,5,Monthly,10,False,Upsell,392900.24
CLT0008,2023-09,SMB,Southern Europe,Retail & E-commerce,5,1,SMS,30484.84,11225.37,0.368,762121,-0.0375,7.0,4,72,Monthly,7,False,Nurture,365818.08
CLT0008,2023-10,SMB,Southern Europe,Retail & E-commerce,5,1,SMS,32728.48,19211.6,0.587,818212,0.0736,7.0,3,25,Monthly,7,False,Upsell,421647.55
CLT0008,2023-11,SMB,Southern Europe,Retail & E-commerce,5,1,SMS,31498.12,18145.47,0.576,787453,-0.0376,7.0,1,11,Monthly,6,False,Nurture,377977.44
CLT0009,2023-01,Enterprise,Southern Europe,Technology & SaaS,23,2,SMS|Verification,525996.28,252628.87,0.48,11469697,0.0,7.5,0,18,Annual,8,False,Nurture,6311955.36
CLT0009,2023-03,Enterprise,Southern Europe,Technology & SaaS,23,2,SMS|Verification,277543.24,115862.07,0.417,6052141,-0.4723,7.5,1,51,Annual,10,False,Retain,3330518.88
CLT0009,2023-04,Enterprise,Southern Europe,Technology & SaaS,23,2,SMS|Verification,296693.08,145451.29,0.49,6450619,0.069,7.5,4,42,Annual,9,False,Upsell,3805978.83
CLT0009,2023-05,Enterprise,Southern Europe,Technology & SaaS,23,2,SMS|Verification,643283.92,327373.53,0.509,14051253,1.1682,7.5,1,37,Annual,5,False,Upsell,16737218.34
CLT0009,2023-06,Enterprise,Southern Europe,Technology & SaaS,23,2,SMS|Verification,361254.76,204167.57,0.565,7966152,-0.4384,7.5,2,39,Annual,3,False,Retain,4335057.12
CLT0009,2023-07,Enterprise,Southern Europe,Technology & SaaS,23,2,SMS|Verification,382716.84,187101.14,0.489,8464200,0.0594,7.5,0,2,Annual,3,False,Upsell,4865402.64
CLT0009,2023-08,Enterprise,Southern Europe,Technology & SaaS,23,2,SMS|Verification,393370.76,159271.24,0.405,8739740,0.0278,7.5,5,21,Annual,5,False,Retain,4851677.61
CLT0009,2023-09,Enterprise,Southern Europe,Technology & SaaS,23,2,SMS|Verification,418047.0,224844.95,0.538,9380812,0.0627,7.5,2,89,Annual,9,False,Upsell,5331102.56
CLT0009,2023-10,Enterprise,Southern Europe,Technology & SaaS,23,2,SMS|Verification,458472.04,185991.8,0.406,10285147,0.0967,7.5,1,20,Annual,5,False,Upsell,6033675.44
CLT0009,2023-11,Enterprise,Southern Europe,Technology & SaaS,23,2,SMS|Verification,458388.52,223033.04,0.487,10281124,-0.0002,7.5,3,69,Annual,9,False,Nurture,5500662.24
CLT0010,2023-01,Mid-Market,UK & Ireland,Healthcare,23,2,Voice|SMS,163669.56,73401.14,0.448,2377527,0.0,6.6,4,51,Multi-year,4,False,Nurture,1964034.72
CLT0010,2023-03,Mid-Market,UK & Ireland,Healthcare,23,2,Voice|SMS,80545.0,35513.82,0.441,1185615,-0.5079,6.6,1,10,Multi-year,4,False,Retain,966540.0
CLT0010,2023-04,Mid-Market,UK & Ireland,Healthcare,23,2,Voice|SMS,82300.36,44827.92,0.545,1253655,0.0218,6.6,1,60,Multi-year,4,False,Nurture,1009134.09
CLT0010,2023-05,Mid-Market,UK & Ireland,Healthcare,23,2,Voice|SMS,181837.68,84934.02,0.467,2738280,1.2094,6.6,4,60,Multi-year,2,False,Nurture,4821026.04
CLT0010,2023-06,Mid-Market,UK & Ireland,Healthcare,23,2,Voice|SMS,94031.24,44049.08,0.468,1422381,-0.4829,6.6,4,39,Multi-year,6,False,Retain,1128374.88
CLT0010,2023-07,Mid-Market,UK & Ireland,Healthcare,23,2,Voice|SMS,101920.6,45370.39,0.445,1513919,0.0839,6.6,1,6,Multi-year,4,False,Nurture,1325660.86
CLT0010,2023-08,Mid-Market,UK & Ireland,Healthcare,23,2,Voice|SMS,107290.16,59888.57,0.558,1582988,0.0527,6.6,2,10,Multi-year,2,False,Nurture,1355332.22
CLT0010,2023-09,Mid-Market,UK & Ireland,Healthcare,23,2,Voice|SMS,108722.64,52460.11,0.483,1606974,0.0134,6.6,3,69,Multi-year,1,False,Nurture,1322154.28
CLT0010,2023-10,Mid-Market,UK & Ireland,Healthcare,23,2,Voice|SMS,104078.92,42524.28,0.409,1575573,-0.0427,6.6,2,90,Multi-year,3,False,Nurture,1248947.04
CLT0010,2023-11,Mid-Market,UK & Ireland,Healthcare,23,2,Voice|SMS,111343.92,56087.17,0.504,1638762,0.0698,6.6,3,49,Multi-year,11,False,Nurture,1429388.71
CLT0011,2023-01,SMB,North America,Technology & SaaS,4,1,SMS,20145.08,9358.23,0.465,503627,0.0,5.8,2,49,Monthly,11,False,Retain,241740.96
CLT0011,2023-03,SMB,North America,Technology & SaaS,4,1,SMS,9482.08,5429.5,0.573,237052,-0.5293,5.8,8,76,Monthly,2,False,Retain,113784.96
CLT0011,2023-04,SMB,North America,Technology & SaaS,4,1,SMS,9537.52,5717.95,0.6,238438,0.0058,5.8,2,34,Monthly,2,False,Retain,115114.05
CLT0011,2023-05,SMB,North America,Technology & SaaS,4,1,SMS,18189.28,7555.03,0.415,454732,0.9071,5.8,1,78,Monthly,4,False,Retain,416265.31
CLT0011,2023-06,SMB,North America,Technology & SaaS,4,1,SMS,9087.32,4674.48,0.514,227183,-0.5004,5.8,1,86,Monthly,10,False,Retain,109047.84
CLT0011,2023-07,SMB,North America,Technology & SaaS,4,1,SMS,9682.16,4978.06,0.514,242054,0.0655,5.8,0,53,Monthly,1,False,Retain,123796.1
CLT0011,2023-08,SMB,North America,Technology & SaaS,4,1,SMS,10132.48,3739.84,0.369,253312,0.0465,5.8,0,50,Monthly,2,False,Retain,127243.68
CLT0011,2023-09,SMB,North America,Technology & SaaS,4,1,SMS,9595.04,5609.19,0.585,239876,-0.053,5.8,2,4,Monthly,5,False,Retain,115140.48
CLT0011,2023-10,SMB,North America,Technology & SaaS,4,1,SMS,9309.04,3737.26,0.401,232726,-0.0298,5.8,1,59,Monthly,2,False,Retain,111708.48
CLT0011,2023-11,SMB,North America,Technology & SaaS,4,1,SMS,9750.4,5131.77,0.526,243760,0.0474,5.8,3,65,Monthly,10,False,Retain,122550.83
CLT0012,2023-01,Enterprise,UK & Ireland,Healthcare,37,4,WhatsApp Business|Voice|SMS|Verification,1081034.3,534814.19,0.495,13568693,0.0,8.6,2,16,Multi-year,2,False,Expand,12972411.6
CLT0012,2023-03,Enterprise,UK & Ireland,Healthcare,37,4,WhatsApp Business|Voice|SMS|Verification,565938.73,223014.94,0.394,6867145,-0.4765,8.6,1,75,Multi-year,10,False,Retain,6791264.76
CLT0012,2023-04,Enterprise,UK & Ireland,Healthcare,37,4,WhatsApp Business|Voice|SMS|Verification,581838.72,274653.31,0.472,7152104,0.0281,8.6,1,17,Multi-year,12,False,Expand,7178260.66
CLT0012,2023-05,Enterprise,UK & Ireland,Healthcare,37,4,WhatsApp Business|Voice|SMS|Verification,1221943.96,581651.11,0.476,14947319,1.1001,8.6,2,41,Multi-year,7,False,Expand,30794454.12
CLT0012,2023-06,Enterprise,UK & Ireland,Healthcare,37,4,WhatsApp Business|Voice|SMS|Verification,636665.06,287724.37,0.452,7769056,-0.479,8.6,4,85,Multi-year,11,False,Retain,7639980.72
CLT0012,2023-07,Enterprise,UK & Ireland,Healthcare,37,4,WhatsApp Business|Voice|SMS|Verification,673788.5,351350.67,0.521,8149468,0.0583,8.6,2,77,Multi-year,3,False,Expand,8556844.43
CLT0012,2023-08,Enterprise,UK & Ireland,Healthcare,37,4,WhatsApp Business|Voice|SMS|Verification,669490.38,266550.66,0.398,8083332,-0.0064,8.6,2,39,Multi-year,12,False,Nurture,8033884.56
CLT0012,2023-09,Enterprise,UK & Ireland,Healthcare,37,4,WhatsApp Business|Voice|SMS|Verification,702583.1,368972.88,0.525,8596744,0.0494,8.6,1,63,Multi-year,7,False,Expand,8847488.46
CLT0012,2023-10,Enterprise,UK & Ireland,Healthcare,37,4,WhatsApp Business|Voice|SMS|Verification,708287.79,308199.57,0.435,8474485,0.0081,8.6,1,72,Multi-year,9,False,Expand,8568299.05
CLT0012,2023-11,Enterprise,UK & Ireland,Healthcare,37,4,WhatsApp Business|Voice|SMS|Verification,762322.31,356490.31,0.468,8991346,0.0763,8.6,1,86,Multi-year,4,False,Expand,9845850.03
CLT0013,2023-01,SMB,DACH,Logistics,9,1,Voice,70811.76,33199.43,0.469,590098,0.0,6.4,1,38,Monthly,2,False,Nurture,849741.12
CLT0013,2023-03,SMB,DACH,Logistics,9,1,Voice,39435.96,14072.18,0.357,328633,-0.4431,6.4,2,6,Monthly,4,False,Retain,473231.52
CLT0013,2023-04,SMB,DACH,Logistics,9,1,Voice,38892.96,20669.53,0.531,324108,-0.0138,6.4,2,34,Monthly,2,False,Nurture,466715.52
CLT0013,2023-05,SMB,DACH,Logistics,9,1,Voice,83155.92,44654.01,0.537,692966,1.1381,6.4,4,36,Monthly,2,False,Nurture,2133548.07
CLT0013,2023-06,SMB,DACH,Logistics,9,1,Voice,42759.72,23331.98,0.546,356331,-0.4858,6.4,3,26,Monthly,2,False,Retain,513116.64
CLT0013,2023-07,SMB,DACH,Logistics,9,1,Voice,42769.68,24898.01,0.582,356414,0.0002,6.4,4,67,Monthly,2,False,Nurture,513338.81
CLT0013,2023-08,SMB,DACH,Logistics,9,1,Voice,42132.84,22671.69,0.538,351107,-0.0149,6.4,5,15,Monthly,9,False,Retain,505594.08
CLT0013,2023-09,SMB,DACH,Logistics,9,1,Voice,40775.52,22501.94,0.552,339796,-0.0322,6.4,3,82,Monthly,2,False,Nurture,489306.24
CLT0013,2023-10,SMB,DACH,Logistics,9,1,Voice,40058.04,19561.28,0.488,333817,-0.0176,6.4,2,40,Monthly,1,False,Nurture,480696.48
CLT0013,2023-11,SMB,DACH,Logistics,9,1,Voice,38432.4,22602.8,0.588,320270,-0.0406,6.4,1,44,Monthly,2,False,Nurture,461188.8
CLT0014,2023-01,Mid-Market,DACH,Technology & SaaS,13,3,SMS|Email|Verification,308428.14,160677.68,0.521,12582298,0.0,6.6,3,90,Annual,12,False,Nurture,3701137.68
CLT0014,2023-03,Mid-Market,DACH,Technology & SaaS,13,3,SMS|Email|Verification,157201.74,66175.97,0.421,6387547,-0.4903,6.6,2,30,Annual,3,False,Retain,1886420.88
CLT0014,2023-04,Mid-Market,DACH,Technology & SaaS,13,3,SMS|Email|Verification,154343.7,71073.72,0.46,6290509,-0.0182,6.6,0,41,Annual,11,False,Nurture,1852124.4
CLT0014,2023-05,Mid-Market,DACH,Technology & SaaS,13,3,SMS|Email|Verification,329512.55,148087.18,0.449,12916265,1.1349,6.6,4,15,Annual,8,False,Nurture,8441716.12
CLT0014,2023-06,Mid-Market,DACH,Technology & SaaS,13,3,SMS|Email|Verification,170111.18,93525.5,0.55,6410247,-0.4837,6.6,3,76,Annual,11,False,Retain,2041334.16
CLT0014,2023-07,Mid-Market,DACH,Technology & SaaS,13,3,SMS|Email|Verification,175598.83,84887.99,0.483,6309310,0.0323,6.6,2,1,Annual,5,False,Nurture,2175248.07
CLT0014,2023-08,Mid-Market,DACH,Technology & SaaS,13,3,SMS|Email|Verification,184680.28,98429.93,0.533,6460851,0.0517,6.6,0,40,Annual,8,False,Nurture,2330739.01
CLT0014,2023-09,Mid-Market,DACH,Technology & SaaS,13,3,SMS|Email|Verification,183345.05,83362.2,0.455,6279534,-0.0072,6.6,1,5,Annual,9,False,Nurture,2200140.6
CLT0014,2023-10,Mid-Market,DACH,Technology & SaaS,13,3,SMS|Email|Verification,193905.05,91444.58,0.472,6399289,0.0576,6.6,6,47,Annual,7,False,Retain,2460887.77
CLT0014,2023-11,Mid-Market,DACH,Technology & SaaS,13,3,SMS|Email|Verification,200707.64,99033.94,0.493,6643030,0.0351,6.6,1,1,Annual,10,False,Nurture,2493029.74
CLT0015,2023-01,SMB,LATAM,Retail & E-commerce,11,2,SMS|Email,80405.79,31794.27,0.395,6391743,0.0,5.9,6,100,Monthly,1,True,Retain,964869.48
CLT0015,2023-03,SMB,LATAM,Retail & E-commerce,11,2,SMS|Email,37246.29,20017.73,0.537,3104064,-0.5368,5.9,5,128,Monthly,8,True,Retain,446955.48
CLT0015,2023-04,SMB,LATAM,Retail & E-commerce,11,2,SMS|Email,33909.19,13567.48,0.4,2933770,-0.0896,5.9,6,55,Monthly,5,True,Retain,406910.28
CLT0015,2023-05,SMB,LATAM,Retail & E-commerce,11,2,SMS|Email,60518.71,28734.78,0.475,5579568,0.7847,5.9,2,158,Monthly,8,True,Retain,1296092.9
CLT0015,2023-06,SMB,LATAM,Retail & E-commerce,11,2,SMS|Email,27223.12,12802.55,0.47,2586860,-0.5502,5.9,5,164,Monthly,4,True,Retain,326677.44
CLT0015,2023-07,SMB,LATAM,Retail & E-commerce,11,2,SMS|Email,24941.38,11109.22,0.445,2551387,-0.0838,5.9,4,47,Monthly,1,True,Retain,299296.56
CLT0015,2023-08,SMB,LATAM,Retail & E-commerce,11,2,SMS|Email,23916.6,12702.01,0.531,2457590,-0.0411,5.9,5,80,Monthly,2,True,Retain,286999.2
