client_id,product_line,product_hierarchy,destination_country,month,volume,revenue_sek,gross_profit_sek
CLT0001,Voice,Voice API,Ireland,2023-07,896304,107556.48,39070.44
CLT0001,Voice,Voice API,Ireland,2023-08,916763,110011.56,44143.91
CLT0001,Voice,Voice API,Ireland,2023-09,910208,109224.96,42164.98
CLT0001,Voice,Voice API,Ireland,2023-10,974544,116945.28,62578.12
CLT0001,Voice,Voice API,Ireland,2023-11,929729,111567.48,52863.59
CLT0002,Voice,Contact Center Voice,Germany,2023-01,378409,45409.08,23154.86
CLT0002,Voice,Contact Center Voice,Germany,2023-01,387860,46543.2,18091.06
CLT0002,Voice,Contact Center Voice,Germany,2023-03,407575,48909.0,24799.79
CLT0002,Voice,Contact Center Voice,Germany,2023-04,433002,51960.24,27527.78
CLT0002,Voice,Contact Center Voice,Germany,2023-05,451622,54194.64,31656.87
CLT0002,Voice,Contact Center Voice,Germany,2023-05,481761,57811.32,31877.41
CLT0002,Voice,Contact Center Voice,Germany,2023-06,483009,57961.08,29323.44
CLT0002,Voice,Contact Center Voice,Germany,2023-07,536335,64360.2,25755.34
CLT0002,Voice,Contact Center Voice,Germany,2023-08,562812,67537.44,24771.75
CLT0002,Voice,Contact Center Voice,Germany,2023-09,617599,74111.88,28774.35
CLT0002,Voice,Contact Center Voice,Germany,2023-10,658584,79030.08,45045.15
CLT0002,Voice,Contact Center Voice,Germany,2023-11,705293,84635.16,40621.12
CLT0002,SMS,P2P SMS,Austria,2023-01,1751482,70059.28,32818.26
CLT0002,SMS,P2P SMS,Austria,2023-01,1790380,71615.2,39974.29
CLT0002,SMS,P2P SMS,Austria,2023-03,1844108,73764.32,34001.96
CLT0002,SMS,P2P SMS,Austria,2023-04,1950082,78003.28,28386.43
CLT0002,SMS,P2P SMS,Austria,2023-05,1973797,78951.88,30037.47
CLT0002,SMS,P2P SMS,Austria,2023-05,2038262,81530.48,36781.61
CLT0002,SMS,P2P SMS,Austria,2023-06,2039711,81588.44,48600.12
CLT0002,SMS,P2P SMS,Austria,2023-07,2165979,86639.16,48090.6
CLT0002,SMS,P2P SMS,Austria,2023-08,2116691,84667.64,47450.3
CLT0002,SMS,P2P SMS,Austria,2023-09,2278275,91131.0,44351.62
CLT0002,SMS,P2P SMS,Austria,2023-10,2284413,91376.52,50752.49
CLT0002,SMS,P2P SMS,Austria,2023-11,2163497,86539.88,45029.31
CLT0003,Voice,Contact Center Voice,Colombia,2023-01,1438495,172619.4,65733.32
CLT0003,Voice,Contact Center Voice,Colombia,2023-01,1451195,174143.4,67317.15
CLT0003,Voice,Contact Center Voice,Colombia,2023-03,1552338,186280.56,66206.81
CLT0003,Voice,Contact Center Voice,Colombia,2023-04,1567808,188136.96,72512.04
CLT0003,Voice,Contact Center Voice,Colombia,2023-05,1596379,191565.48,102707.76
CLT0003,Voice,Contact Center Voice,Colombia,2023-05,1533305,183996.6,75469.97
CLT0003,Voice,Contact Center Voice,Colombia,2023-06,1560872,187304.64,89508.91
CLT0003,Voice,Contact Center Voice,Colombia,2023-07,1465839,175900.68,92331.53
CLT0003,Voice,Contact Center Voice,Colombia,2023-08,1425843,171101.16,68455.48
CLT0003,Voice,Contact Center Voice,Colombia,2023-09,1520644,182477.28,85785.6
CLT0003,Voice,Contact Center Voice,Colombia,2023-10,1623292,194795.04,82274.07
CLT0003,Voice,Contact Center Voice,Colombia,2023-11,1709471,205136.52,76927.2
CLT0003,WhatsApp Business,WhatsApp Business Platform,Colombia,2023-01,471245,259184.75,133979.05
CLT0003,WhatsApp Business,WhatsApp Business Platform,Colombia,2023-01,481894,265041.7,118684.96
CLT0003,WhatsApp Business,WhatsApp Business Platform,Colombia,2023-03,493634,271498.7,142377.5
CLT0003,WhatsApp Business,WhatsApp Business Platform,Colombia,2023-04,482859,265572.45,100076.72
CLT0003,WhatsApp Business,WhatsApp Business Platform,Colombia,2023-05,523729,288050.95,130839.69
CLT0003,WhatsApp Business,WhatsApp Business Platform,Colombia,2023-05,554944,305219.2,139243.51
CLT0003,WhatsApp Business,WhatsApp Business Platform,Colombia,2023-06,563639,310001.45,110668.24
CLT0003,WhatsApp Business,WhatsApp Business Platform,Colombia,2023-07,578058,317931.9,147606.42
CLT0003,WhatsApp Business,WhatsApp Business Platform,Colombia,2023-08,597043,328373.65,161248.63
CLT0003,WhatsApp Business,WhatsApp Business Platform,Colombia,2023-09,562914,309602.7,109213.87
CLT0003,WhatsApp Business,WhatsApp Business Platform,Colombia,2023-10,571144,314129.2,133721.78
CLT0003,WhatsApp Business,WhatsApp Business Platform,Colombia,2023-11,569560,313258.0,160161.69
CLT0004,Verification,Data Verification,France,2023-01,422629,33810.32,12193.96
CLT0004,Verification,Data Verification,France,2023-01,431989,34559.12,19932.48
CLT0004,Verification,Data Verification,France,2023-03,477476,38198.08,22563.57
CLT0004,Verification,Data Verification,France,2023-04,505659,40452.72,18890.48
CLT0004,Verification,Data Verification,France,2023-05,510990,40879.2,21697.3
CLT0004,Verification,Data Verification,France,2023-05,539756,43180.48,18102.38
CLT0004,Verification,Data Verification,France,2023-06,587991,47039.28,28008.99
CLT0004,Verification,Data Verification,France,2023-07,629371,50349.68,22125.51
CLT0004,Verification,Data Verification,France,2023-08,651887,52150.96,29411.05
CLT0004,Verification,Data Verification,France,2023-09,656785,52542.8,24999.94
CLT0004,Verification,Data Verification,France,2023-10,697059,55764.72,24380.81
CLT0004,Verification,Data Verification,France,2023-11,731306,58504.48,30805.89
CLT0004,SMS,SMS API,Spain,2023-01,553706,22148.24,8718.08
CLT0004,SMS,SMS API,Spain,2023-01,582122,23284.88,9031.06
CLT0004,SMS,SMS API,Spain,2023-03,621645,24865.8,12780.61
CLT0004,SMS,SMS API,Spain,2023-04,624444,24977.76,12258.76
CLT0004,SMS,SMS API,Spain,2023-05,673530,26941.2,12524.17
CLT0004,SMS,SMS API,Spain,2023-05,696306,27852.24,15727.21
CLT0004,SMS,SMS API,Spain,2023-06,772150,30886.0,11891.41
CLT0004,SMS,SMS API,Spain,2023-07,770872,30834.88,16843.25
CLT0004,SMS,SMS API,Spain,2023-08,844375,33775.0,17380.99
CLT0004,SMS,SMS API,Spain,2023-09,872939,34917.56,20282.54
CLT0004,SMS,SMS API,Spain,2023-10,872813,34912.52,12814.73
CLT0004,SMS,SMS API,Spain,2023-11,878536,35141.44,19673.28
CLT0005,SMS,A2P SMS,Portugal,2023-01,593840,23753.6,11115.21
CLT0005,SMS,A2P SMS,Portugal,2023-01,569823,22792.92,11732.49
CLT0005,SMS,A2P SMS,Portugal,2023-03,549027,21961.08,10848.99
CLT0005,SMS,A2P SMS,Portugal,2023-04,504909,20196.36,11751.31
CLT0005,SMS,A2P SMS,Portugal,2023-05,475430,19017.2,10342.49
CLT0005,SMS,A2P SMS,Portugal,2023-05,488876,19555.04,9412.98
CLT0005,SMS,A2P SMS,Portugal,2023-06,494592,19783.68,7564.4
CLT0005,SMS,A2P SMS,Portugal,2023-07,474830,18993.2,8186.43
CLT0005,SMS,A2P SMS,Portugal,2023-08,448292,17931.68,10558.15
CLT0005,SMS,A2P SMS,Portugal,2023-09,424708,16988.32,7424.3
CLT0005,SMS,A2P SMS,Portugal,2023-10,410748,16429.92,8286.74
CLT0005,SMS,A2P SMS,Portugal,2023-11,370363,14814.52,6680.51
CLT0005,Email,Marketing Email,Spain,2023-01,260805,1304.03,695.33
CLT0005,Email,Marketing Email,Spain,2023-01,222995,1114.98,454.83
CLT0005,Email,Marketing Email,Spain,2023-03,209111,1045.56,539.84
CLT0005,Email,Marketing Email,Spain,2023-04,198165,990.83,470.5
CLT0005,Email,Marketing Email,Spain,2023-05,178832,894.16,464.81
CLT0005,Email,Marketing Email,Spain,2023-05,176101,880.5,379.42
CLT0005,Email,Marketing Email,Spain,2023-06,153690,768.45,313.44
CLT0005,Email,Marketing Email,Spain,2023-07,132664,663.32,360.14
CLT0005,Email,Marketing Email,Spain,2023-08,123476,617.38,357.66
CLT0005,Email,Marketing Email,Spain,2023-09,118988,594.94,326.56
CLT0005,Email,Marketing Email,Spain,2023-10,117694,588.47,221.48
CLT0005,Email,Marketing Email,Spain,2023-11,106326,531.63,303.13
CLT0006,Voice,Contact Center Voice,Japan,2023-01,1287683,154521.96,83280.15
CLT0006,Voice,Contact Center Voice,Japan,2023-01,1353268,162392.16,73890.71
CLT0006,Voice,Contact Center Voice,Japan,2023-03,1414933,169791.96,62159.56
CLT0006,Voice,Contact Center Voice,Japan,2023-04,1539191,184702.92,92901.12
CLT0006,Voice,Contact Center Voice,Japan,2023-05,1660119,199214.28,75426.2
CLT0006,Voice,Contact Center Voice,Japan,2023-05,1642550,197106.0,110714.53
CLT0006,Voice,Contact Center Voice,Japan,2023-06,1825751,219090.12,80673.46
CLT0006,Voice,Contact Center Voice,Japan,2023-07,2022341,242680.92,131251.06
CLT0006,Voice,Contact Center Voice,Japan,2023-08,2077855,249342.6,125078.56
CLT0006,Voice,Contact Center Voice,Japan,2023-09,2219783,266373.96,149214.66
CLT0006,Voice,Contact Center Voice,Japan,2023-10,2380127,285615.24,165910.38
CLT0006,Voice,Contact Center Voice,Japan,2023-11,2529837,303580.44,130627.57
CLT0006,Verification,2FA SMS,Japan,2023-01,2256766,180541.28,69202.22
CLT0006,Verification,2FA SMS,Japan,2023-01,2244581,179566.48,91462.0
CLT0006,Verification,2FA SMS,Japan,2023-03,2290468,183237.44,89624.56
CLT0006,Verification,2FA SMS,Japan,2023-04,2447078,195766.24,78096.93
CLT0006,Verification,2FA SMS,Japan,2023-05,2552815,204225.2,96552.72
CLT0006,Verification,2FA SMS,Japan,2023-05,2569768,205581.44,106843.19
CLT0006,Verification,2FA SMS,Japan,2023-06,2704253,216340.24,87915.08
CLT0006,Verification,2FA SMS,Japan,2023-07,2454174,196333.92,105144.37
CLT0006,Verification,2FA SMS,Japan,2023-08,2619625,209570.0,96091.15
CLT0006,Verification,2FA SMS,Japan,2023-09,2493561,199484.88,96178.12
CLT0006,Verification,2FA SMS,Japan,2023-10,2510936,200874.88,109979.21
CLT0006,Verification,2FA SMS,Japan,2023-11,2452378,196190.24,72885.57
CLT0006,SMS,SMS API,India,2023-01,297153,11886.12,6147.08
CLT0006,SMS,SMS API,India,2023-01,321065,12842.6,5148.4
CLT0006,SMS,SMS API,India,2023-03,325986,13039.44,7204.32
CLT0006,SMS,SMS API,India,2023-04,341600,13664.0,7833.88
CLT0006,SMS,SMS API,India,2023-05,352586,14103.44,6203.97
CLT0006,SMS,SMS API,India,2023-05,371315,14852.6,6713.48
CLT0006,SMS,SMS API,India,2023-06,385094,15403.76,7496.17
CLT0006,SMS,SMS API,India,2023-07,378438,15137.52,5570.48
CLT0006,SMS,SMS API,India,2023-08,406400,16256.0,6442.68
CLT0006,SMS,SMS API,India,2023-09,412206,16488.24,8779.89
CLT0006,SMS,SMS API,India,2023-10,400571,16022.84,9257.15
CLT0006,SMS,SMS API,India,2023-11,407346,16293.84,8318.95
CLT0006,WhatsApp Business,WhatsApp API,Japan,2023-01,430872,236979.6,95234.68
CLT0006,WhatsApp Business,WhatsApp API,Japan,2023-01,446951,245823.05,136897.37
CLT0006,WhatsApp Business,WhatsApp API,Japan,2023-03,442197,243208.35,115575.67
CLT0006,WhatsApp Business,WhatsApp API,Japan,2023-04,437482,240615.1,105659.22
CLT0006,WhatsApp Business,WhatsApp API,Japan,2023-05,433301,238315.55,137016.89
CLT0006,WhatsApp Business,WhatsApp API,Japan,2023-05,470729,258900.95,145853.25
CLT0006,WhatsApp Business,WhatsApp API,Japan,2023-06,479478,263712.9,145147.31
CLT0006,WhatsApp Business,WhatsApp API,Japan,2023-07,489312,269121.6,123720.45
CLT0006,WhatsApp Business,WhatsApp API,Japan,2023-08,511096,281102.8,142341.37
CLT0006,WhatsApp Business,WhatsApp API,Japan,2023-09,517669,284717.95,161860.51
CLT0006,WhatsApp Business,WhatsApp API,Japan,2023-10,514018,282709.9,139174.72
CLT0006,WhatsApp Business,WhatsApp API,Japan,2023-11,511682,281425.1,107447.57
CLT0007,SMS,P2P SMS,Switzerland,2023-01,686301,27452.04,10417.55
CLT0007,SMS,P2P SMS,Switzerland,2023-01,692743,27709.72,11295.68
CLT0007,SMS,P2P SMS,Switzerland,2023-03,720439,28817.56,14419.51
CLT0007,SMS,P2P SMS,Switzerland,2023-04,729771,29190.84,12631.75
CLT0007,SMS,P2P SMS,Switzerland,2023-05,759094,30363.76,12327.85
CLT0007,SMS,P2P SMS,Switzerland,2023-05,764898,30595.92,17903.34
CLT0007,SMS,P2P SMS,Switzerland,2023-06,775622,31024.88,18012.06
CLT0007,SMS,P2P SMS,Switzerland,2023-07,722063,28882.52,11924.02
CLT0007,SMS,P2P SMS,Switzerland,2023-08,756381,30255.24,15908.76
CLT0007,SMS,P2P SMS,Switzerland,2023-09,775090,31003.6,11377.96
CLT0007,SMS,P2P SMS,Switzerland,2023-10,814461,32578.44,18500.26
CLT0007,SMS,P2P SMS,Switzerland,2023-11,728963,29158.52,17262.68
CLT0007,Verification,Flash Call Verification,Germany,2023-01,65595,5247.6,2153.35
CLT0007,Verification,Flash Call Verification,Germany,2023-01,67026,5362.08,2570.8
CLT0007,Verification,Flash Call Verification,Germany,2023-03,71834,5746.72,2889.52
CLT0007,Verification,Flash Call Verification,Germany,2023-04,70814,5665.12,2425.01
CLT0007,Verification,Flash Call Verification,Germany,2023-05,74490,5959.2,3007.38
CLT0007,Verification,Flash Call Verification,Germany,2023-05,73392,5871.36,2856.33
CLT0007,Verification,Flash Call Verification,Germany,2023-06,73572,5885.76,3372.26
CLT0007,Verification,Flash Call Verification,Germany,2023-07,81221,6497.68,3220.86
CLT0007,Verification,Flash Call Verification,Germany,2023-08,82827,6626.16,3871.21
CLT0007,Verification,Flash Call Verification,Germany,2023-09,85817,6865.36,4093.36
CLT0007,Verification,Flash Call Verification,Germany,2023-10,91155,7292.4,3743.25
CLT0007,Verification,Flash Call Verification,Germany,2023-11,95460,7636.8,2734.5
CLT0008,SMS,P2P SMS,Portugal,2023-01,568249,22729.96,9856.51
CLT0008,SMS,P2P SMS,Portugal,2023-01,581239,23249.56,12582.29
CLT0008,SMS,P2P SMS,Portugal,2023-03,641919,25676.76,9880.99
CLT0008,SMS,P2P SMS,Portugal,2023-04,645742,25829.68,12573.16
CLT0008,SMS,P2P SMS,Portugal,2023-05,656271,26250.84,14003.99
CLT0008,SMS,P2P SMS,Portugal,2023-05,689273,27570.92,16019.91
CLT0008,SMS,P2P SMS,Portugal,2023-06,725447,29017.88,14968.41
CLT0008,SMS,P2P SMS,Portugal,2023-07,765885,30635.4,17448.93
CLT0008,SMS,P2P SMS,Portugal,2023-08,791780,31671.2,12950.49
CLT0008,SMS,P2P SMS,Portugal,2023-09,762121,30484.84,11225.37
CLT0008,SMS,P2P SMS,Portugal,2023-10,818212,32728.48,19211.6
CLT0008,SMS,P2P SMS,Portugal,2023-11,787453,31498.12,18145.47
CLT0009,SMS,P2P SMS,France,2023-01,4850413,194016.52,107072.26
CLT0009,SMS,P2P SMS,France,2023-01,4939074,197562.96,86228.6
CLT0009,SMS,P2P SMS,France,2023-03,5165701,206628.04,75975.22
CLT0009,SMS,P2P SMS,France,2023-04,5483911,219356.44,99600.99
CLT0009,SMS,P2P SMS,France,2023-05,5820099,232803.96,124508.76
CLT0009,SMS,P2P SMS,France,2023-05,6200309,248012.36,144427.74
CLT0009,SMS,P2P SMS,France,2023-06,6900935,276037.4,157860.17
CLT0009,SMS,P2P SMS,France,2023-07,7360479,294419.16,138286.58
CLT0009,SMS,P2P SMS,France,2023-08,7645211,305808.44,116930.79
CLT0009,SMS,P2P SMS,France,2023-09,8310449,332417.96,176458.24
CLT0009,SMS,P2P SMS,France,2023-10,9108493,364339.72,136997.31
CLT0009,SMS,P2P SMS,France,2023-11,9102535,364101.4,172638.38
CLT0009,Verification,Data Verification,Spain,2023-01,814225,65138.0,29825.32
CLT0009,Verification,Data Verification,Spain,2023-01,865985,69278.8,29502.69
CLT0009,Verification,Data Verification,Spain,2023-03,886440,70915.2,39886.85
CLT0009,Verification,Data Verification,Spain,2023-04,966708,77336.64,45850.3
CLT0009,Verification,Data Verification,Spain,2023-05,995246,79619.68,28293.71
CLT0009,Verification,Data Verification,Spain,2023-05,1035599,82847.92,30143.32
CLT0009,Verification,Data Verification,Spain,2023-06,1065217,85217.36,46307.4
CLT0009,Verification,Data Verification,Spain,2023-07,1103721,88297.68,48814.56
CLT0009,Verification,Data Verification,Spain,2023-08,1094529,87562.32,42340.45
CLT0009,Verification,Data Verification,Spain,2023-09,1070363,85629.04,48386.71
CLT0009,Verification,Data Verification,Spain,2023-10,1176654,94132.32,48994.49
CLT0009,Verification,Data Verification,Spain,2023-11,1178589,94287.12,50394.66
CLT0010,Voice,Voice API,United Kingdom,2023-01,442351,53082.12,23716.09
CLT0010,Voice,Voice API,United Kingdom,2023-01,414755,49770.6,22113.42
CLT0010,Voice,Voice API,United Kingdom,2023-03,414005,49680.6,18943.68
CLT0010,Voice,Voice API,United Kingdom,2023-04,401927,48231.24,25337.53
CLT0010,Voice,Voice API,United Kingdom,2023-05,437872,52544.64,25609.53
CLT0010,Voice,Voice API,United Kingdom,2023-05,465959,55915.08,21185.99
CLT0010,Voice,Voice API,United Kingdom,2023-06,464200,55704.0,21139.56
CLT0010,Voice,Voice API,United Kingdom,2023-07,517048,62045.76,31265.68
CLT0010,Voice,Voice API,United Kingdom,2023-08,549633,65955.96,37983.23
CLT0010,Voice,Voice API,United Kingdom,2023-09,555546,66665.52,29195.98
CLT0010,Voice,Voice API,United Kingdom,2023-10,513200,61584.0,26837.16
CLT0010,Voice,Voice API,United Kingdom,2023-11,572418,68690.16,39807.13
CLT0010,SMS,P2P SMS,United Kingdom,2023-01,783550,31342.0,15581.81
CLT0010,SMS,P2P SMS,United Kingdom,2023-01,736871,29474.84,11989.82
CLT0010,SMS,P2P SMS,United Kingdom,2023-03,771610,30864.4,16570.14
CLT0010,SMS,P2P SMS,United Kingdom,2023-04,851728,34069.12,19490.39
CLT0010,SMS,P2P SMS,United Kingdom,2023-05,904205,36168.2,19830.85
CLT0010,SMS,P2P SMS,United Kingdom,2023-05,930244,37209.76,18307.65
CLT0010,SMS,P2P SMS,United Kingdom,2023-06,958181,38327.24,22909.52
CLT0010,SMS,P2P SMS,United Kingdom,2023-07,996871,39874.84,14104.71
CLT0010,SMS,P2P SMS,United Kingdom,2023-08,1033355,41334.2,21905.34
CLT0010,SMS,P2P SMS,United Kingdom,2023-09,1051428,42057.12,23264.13
CLT0010,SMS,P2P SMS,United Kingdom,2023-10,1062373,42494.92,15687.12
CLT0010,SMS,P2P SMS,United Kingdom,2023-11,1066344,42653.76,16280.04
CLT0011,SMS,A2P SMS,United States,2023-01,251996,10079.84,4319.53
CLT0011,SMS,A2P SMS,United States,2023-01,251631,10065.24,5038.7
CLT0011,SMS,A2P SMS,United States,2023-03,237052,9482.08,5429.5
CLT0011,SMS,A2P SMS,United States,2023-04,238438,9537.52,5717.95
CLT0011,SMS,A2P SMS,United States,2023-05,231341,9253.64,3538.86
CLT0011,SMS,A2P SMS,United States,2023-05,223391,8935.64,4016.17
CLT0011,SMS,A2P SMS,United States,2023-06,227183,9087.32,4674.48
CLT0011,SMS,A2P SMS,United States,2023-07,242054,9682.16,4978.06
CLT0011,SMS,A2P SMS,United States,2023-08,253312,10132.48,3739.84
CLT0011,SMS,A2P SMS,United States,2023-09,239876,9595.04,5609.19
CLT0011,SMS,A2P SMS,United States,2023-10,232726,9309.04,3737.26
CLT0011,SMS,A2P SMS,United States,2023-11,243760,9750.4,5131.77
CLT0012,WhatsApp Business,WhatsApp Business Platform,United Kingdom,2023-01,299724,164848.2,93088.14
CLT0012,WhatsApp Business,WhatsApp Business Platform,United Kingdom,2023-01,312866,172076.3,79307.46
CLT0012,WhatsApp Business,WhatsApp Business Platform,United Kingdom,2023-03,336279,184953.45,78730.93
CLT0012,WhatsApp Business,WhatsApp Business Platform,United Kingdom,2023-04,341020,187561.0,82851.96
CLT0012,WhatsApp Business,WhatsApp Business Platform,United Kingdom,2023-05,360475,198261.25,96722.04
CLT0012,WhatsApp Business,WhatsApp Business Platform,United Kingdom,2023-05,360285,198156.75,112402.98
CLT0012,WhatsApp Business,WhatsApp Business Platform,United Kingdom,2023-06,370654,203859.7,83796.82
CLT0012,WhatsApp Business,WhatsApp Business Platform,United Kingdom,2023-07,394978,217237.9,124530.46
CLT0012,WhatsApp Business,WhatsApp Business Platform,United Kingdom,2023-08,390678,214872.9,92334.05
CLT0012,WhatsApp Business,WhatsApp Business Platform,United Kingdom,2023-09,418202,230011.1,111636.99
CLT0012,WhatsApp Business,WhatsApp Business Platform,United Kingdom,2023-10,439969,241982.95,91008.47
CLT0012,WhatsApp Business,WhatsApp Business Platform,United Kingdom,2023-11,472937,260115.35,113581.67
CLT0012,Voice,SIP Trunking,Ireland,2023-01,708872,85064.64,42997.45
CLT0012,Voice,SIP Trunking,Ireland,2023-01,775471,93056.52,39078.71
CLT0012,Voice,SIP Trunking,Ireland,2023-03,809897,97187.64,38961.43
CLT0012,Voice,SIP Trunking,Ireland,2023-04,827883,99345.96,38176.95
CLT0012,Voice,SIP Trunking,Ireland,2023-05,864539,103744.68,61622.74
CLT0012,Voice,SIP Trunking,Ireland,2023-05,917377,110085.24,44874.48
CLT0012,Voice,SIP Trunking,Ireland,2023-06,955300,114636.0,61384.96
CLT0012,Voice,SIP Trunking,Ireland,2023-07,994475,119337.0,48056.1
CLT0012,Voice,SIP Trunking,Ireland,2023-08,1005717,120686.04,53475.68
CLT0012,Voice,SIP Trunking,Ireland,2023-09,1018659,122239.08,67732.05
CLT0012,Voice,SIP Trunking,Ireland,2023-10,1001627,120195.24,46334.1
CLT0012,Voice,SIP Trunking,Ireland,2023-11,1111173,133340.76,79268.07
CLT0012,SMS,P2P SMS,United Kingdom,2023-01,4412117,176484.68,95486.68
CLT0012,SMS,P2P SMS,United Kingdom,2023-01,4381687,175267.48,103103.07
CLT0012,SMS,P2P SMS,United Kingdom,2023-03,4346997,173879.88,61783.42
CLT0012,SMS,P2P SMS,United Kingdom,2023-04,4593108,183724.32,102716.83
CLT0012,SMS,P2P SMS,United Kingdom,2023-05,4634544,185381.76,77410.72
CLT0012,SMS,P2P SMS,United Kingdom,2023-05,4962341,198493.64,98663.26
CLT0012,SMS,P2P SMS,United Kingdom,2023-06,4931970,197278.8,83863.85
CLT0012,SMS,P2P SMS,United Kingdom,2023-07,5089690,203587.6,120376.08
CLT0012,SMS,P2P SMS,United Kingdom,2023-08,5025588,201023.52,73359.52
CLT0012,SMS,P2P SMS,United Kingdom,2023-09,5561443,222457.72,125386.86
CLT0012,SMS,P2P SMS,United Kingdom,2023-10,5413038,216521.52,96565.15
CLT0012,SMS,P2P SMS,United Kingdom,2023-11,5592817,223712.68,79353.6
CLT0012,Verification,Flash Call Verification,United Kingdom,2023-01,1316934,105354.72,38044.0
CLT0012,Verification,Flash Call Verification,United Kingdom,2023-01,1361022,108881.76,43708.68
CLT0012,Verification,Flash Call Verification,United Kingdom,2023-03,1373972,109917.76,43539.16
CLT0012,Verification,Flash Call Verification,United Kingdom,2023-04,1390093,111207.44,50907.57
CLT0012,Verification,Flash Call Verification,United Kingdom,2023-05,1416058,113284.64,41129.68
CLT0012,Verification,Flash Call Verification,United Kingdom,2023-05,1431700,114536.0,48825.21
CLT0012,Verification,Flash Call Verification,United Kingdom,2023-06,1511132,120890.56,58678.74
CLT0012,Verification,Flash Call Verification,United Kingdom,2023-07,1670325,133626.0,58388.03
CLT0012,Verification,Flash Call Verification,United Kingdom,2023-08,1661349,132907.92,47381.41
CLT0012,Verification,Flash Call Verification,United Kingdom,2023-09,1598440,127875.2,64216.98
CLT0012,Verification,Flash Call Verification,United Kingdom,2023-10,1619851,129588.08,74291.85
CLT0012,Verification,Flash Call Verification,United Kingdom,2023-11,1814419,145153.52,84286.97
CLT0013,Voice,Contact Center Voice,Austria,2023-01,284530,34143.6,18380.51
CLT0013,Voice,Contact Center Voice,Austria,2023-01,305568,36668.16,14818.92
CLT0013,Voice,Contact Center Voice,Austria,2023-03,328633,39435.96,14072.18
CLT0013,Voice,Contact Center Voice,Austria,2023-04,324108,38892.96,20669.53
CLT0013,Voice,Contact Center Voice,Austria,2023-05,334199,40103.88,20267.8
CLT0013,Voice,Contact Center Voice,Austria,2023-05,358767,43052.04,24386.21
CLT0013,Voice,Contact Center Voice,Austria,2023-06,356331,42759.72,23331.98
CLT0013,Voice,Contact Center Voice,Austria,2023-07,356414,42769.68,24898.01
CLT0013,Voice,Contact Center Voice,Austria,2023-08,351107,42132.84,22671.69
CLT0013,Voice,Contact Center Voice,Austria,2023-09,339796,40775.52,22501.94
CLT0013,Voice,Contact Center Voice,Austria,2023-10,333817,40058.04,19561.28
CLT0013,Voice,Contact Center Voice,Austria,2023-11,320270,38432.4,22602.8
CLT0014,SMS,SMS API,Austria,2023-01,2233057,89322.28,53389.96
CLT0014,SMS,SMS API,Austria,2023-01,2186878,87475.12,42310.87
CLT0014,SMS,SMS API,Austria,2023-03,2229458,89178.32,40661.64
